City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Teguise,ES,29.0605,-13.564,66.42,64,40,9.22,scattered clouds
697,Mbandaka,CD,0.0487,18.2603,76.68,78,100,2.64,overcast clouds
698,Kursk,RU,51.7303,36.1939,50.2,93,75,8.95,mist
699,Marsa Matruh,EG,31.3525,27.2453,73.29,75,0,9.4,clear sky
700,Inhambane,MZ,-23.865,35.3833,72.82,78,5,10.58,clear sky
701,Wanning,CN,18.8003,110.3967,76.89,90,47,4.34,scattered clouds
702,Methoni,GR,36.8197,21.7049,67.21,86,62,12.88,broken clouds
703,Lang Son,VN,21.8333,106.7333,70.77,94,100,3.29,overcast clouds
704,Biak,ID,-0.9131,122.8766,76.57,85,100,0.4,overcast clouds
705,Charlottetown,CA,46.2352,-63.1267,45.19,48,75,8.99,broken clouds
706,Curup,ID,-3.4667,102.5333,67.55,98,100,1.05,moderate rain
707,Varna,BG,43.2167,27.9167,62.24,81,0,3.44,clear sky
708,Kushiro,JP,42.975,144.3747,46.44,92,98,6.91,overcast clouds
709,Sarti,GR,40.1,23.9833,63.57,87,0,3.04,clear sky
710,Winnemucca,US,40.973,-117.7357,64.45,34,75,24.16,broken clouds
711,Svetlogorsk,BY,52.6333,29.7333,49.48,88,100,15.23,overcast clouds
712,Black River,JM,18.0264,-77.8487,86.0,65,26,8.28,scattered clouds
713,Christchurch,NZ,-43.5333,172.6333,54.91,69,28,3.0,scattered clouds
714,La Puebla Del Rio,ES,37.2679,-6.0626,60.19,57,0,6.91,clear sky
715,Wladyslawowo,PL,54.7909,18.4009,48.94,77,77,22.26,broken clouds
716,Coalinga,US,36.1397,-120.3602,69.58,68,6,5.95,clear sky
717,Tepelene,AL,40.2958,20.0192,71.19,66,100,10.0,overcast clouds
718,Lensk,RU,60.7253,114.9278,5.07,82,100,9.75,overcast clouds
719,Maningrida,AU,-12.0667,134.2667,80.85,81,81,5.21,broken clouds
720,Karratha,AU,-20.7377,116.8463,77.04,51,52,10.49,light rain
721,Dolores,AR,-36.3132,-57.6792,75.24,63,95,10.09,overcast clouds
722,Fort Portal,UG,0.6617,30.2748,60.12,98,99,2.53,light rain
723,Devrek,TR,41.2192,31.9558,61.32,74,0,4.79,clear sky
724,Galesong,ID,-5.3166,119.3661,77.02,81,91,5.12,overcast clouds
725,Guozhen,CN,34.3659,107.359,54.61,85,98,2.19,moderate rain
726,Kirensk,RU,57.7853,108.1119,5.68,73,100,8.55,overcast clouds
